miles,ran,run,walked,km,minutes,mile,running,pm,mi,min,mins,walking,pace,burned,bike,calories,total,hr,legs
um,yeah,umm,yea,ummm,pirates,ummmm,idk,heck,uhhh,excuse,uhh,nevermind,duh,stranger,nope,sorta,orlando,yeahh,bloom
project,working,finished,finish,due,english,science,art,projects,spanish,history,final,senior,finishing,essay,hw,mrs,biology,research,portfolio
ann,jessica,jennifer,anne,samantha,lynn,marie,summers,amanda,katie,sarah,melissa,emily,michelle,ashley,lindsey,kayla,rebecca,nicole,elizabeth
dress,prom,shopping,wedding,dresses,wear,bought,fancy,shoes,formal,homecoming,outfit,rehearsal,clothes,dressed,picked,fitting,graduation,wearing,heels
king,lion,burger,queen,kin,crown,stephen,jungle,kings,lamb,hail,size,cares,sofa,royal,mighty,disagree,lions,sleeps,arthur
dude,where's,cool,hey,totally,dudes,wheres,wtf,random,whoa,bro,woah,btw,legit,hella,friggin,lmfao,prison,waldo,badass
story,toy,TRUE,short,moral,ending,telling,toys,cried,sides,tangled,stories,tells,buzz,glory,based,bedtime,cinderella,touching,web
i'm,guy,proud,bitch,stand,ahead,cry,fat,drama,fake,slut,wear,makeup,dressed,queen,label,curves,trouble,mouthy,maker
board,frank,joseph,poster,runner,anne,takers,destroy,planned,kite,warned,turner,diary,promotion,surf,discussion,boards,mario,campbell,protected
half,hour,siblings,stands,sibling,war,smartest,spent,sisters,decent,brothers,naked,grip,heart's,dozen,tru,split,pint,,
sauce,chicken,salad,cheese,garlic,dinner,bread,pasta,tomato,pepper,fresh,salt,tomatoes,rice,onions,soup,onion,yummy,peppers,mushrooms
wit,chillin,havin,fun,hangin,fam,bestie,nite,blast,tonite,missin,besties,playin,lovin,wif,gettin,jus,bro,watchin,chill
iphone,apple,ipad,app,store,ipod,touch,mac,download,android,update,blackberry,apps,laptop,itunes,downloaded,gb,pc,screen,updated
body,mind,soul,heart,spirit,parts,aches,human,control,aching,temple,ease,weakness,healthy,speaks,heals,troubled,trapped,balance,toll
love,loving,jared,love's,haters,losers,enemies,secure,ing,supported,pimp,subway,commitment,saint,sinner,world's,protection,selection,,
 =d, =p, =), =(, =/, =],dd,^_^,btw,o.o,xo,xp,^.^, ='(,(=,ddd,yayyyy,atm, =[,yaaay
heard,don,forget,put,important,hearts,message,spread,copy,sake,crap,ve,text,goodness,no-one,fucks,pete,approach,ck,heavens
end,means,that's,winston,matters,stood,mine,enemies,sir,sink,toys,dishes,intend,fails,halfway,function,petty,nancy,,
hour,daylight,extra,savings,set,clocks,saving,ahead,earlier,clock,reasonable,maine,adjust,standard,sunlight,,,,,
sa,na,ng,ko,mga,po,ako,lahat,ang,salamat,nyo,lang,kayo,pa,ung,yung,ni,naman,sana,para
god,lord,praise,jesus,glory,worship,christ,blessed,worthy,mighty,holy,savior,hallelujah,father,amen,spirit,grace,presence,king,lift
bowling,tonight,fun,alley,ally,blast,wii,midnight,bowl,strike,strikes,pin,league,tournament,bingo,glow,,,,
death,die,dies,died,painful,dying,loss,slow,cab,funeral,greatest,alive,immortal,horrible,mourning,cutie,birth,eternal,freeze,grave
yum,dinner,crab,rice,curry,chicken,shrimp,eating,yummy,lunch,sushi,ate,cooking,fish,fry,fried,steak,delicious,cook,craving
eid,mubarak,egypt,al,grand,auto,wishing,allah,revolution,jordan,muslim,advance,miserable,muslims,peaceful,identity,iraq,impressive,pakistan,protest
eat,hungry,food,feed,lunch,starving,drink,breakfast,cook,bite,thirsty,stomach,hunger,eaten,fed,grab,feeding,hurry,fridge,supper
pay,money,paid,bills,paying,bill,job,rent,month,check,debt,owe,paycheck,taxes,bucks,extra,gas,cash,dollars,dollar
animal,animals,zoo,dog,humans,stuffed,pet,dogs,wild,planet,species,shelter,elephant,feed,creatures,cats,farm,breed,lions,tiger
school,tomorrow,yay,skip,tmrw,ughh,exited,dreading,bleh,skipping,ew,yaaay,eww,ehh,orientation,ughhhh,ewww,skipped,foward,
party,birthday,bday,b-day,surprise,celebrate,st,saturday,celebrating,bash,cake,blast,celebration,graduation,planning,suprise,invited,grad,parties,sister's
lame,excuse,you're,cooler,pathetic,cool,thinks,cuz,tricks,sounds,shades,hide,excuses,arm,designer,losers,loser,figured,bummer,embarrassing
kevin,julia,hart,hah,julie,needles,corey,aka,bacon,ashley,har,hahahah,smith,engaged,melissa,aaron,walker,correction,jonas,babes
tattoo,tat,thinking,tattoos,ideas,ink,gettin,idea,artist,shop,arm,wire,design,piercing,suggestions,tattooed,sleeve,possibly,symbol,wanting
movie,film,watched,action,movies,inception,story,films,plot,acting,director,actor,fiction,scene,scenes,brilliant,actors,characters,cinema,character
good,night,gonna,feeling,tonights,tonight's,gotta,feelin,gunna,gooood,goood,goooood,agenda,festivities,,,,,,
court,justice,case,murder,prison,crime,supreme,judge,jail,guilty,trial,lawyer,criminal,protest,innocent,legal,cases,witness,law,ruled
there's,place,left,reason,chance,hole,freaks,suddenly,downtown,dirty,plenty,hardcore,possibility,floor,nothin,glitter,terribly,whispers,stopping,echo
dancing,dance,singing,swing,stars,salsa,belly,dancin,dances,danced,dirty,moonlight,latin,dancer,lessons,turtle,dancers,birds,moves,partner
show,watching,tv,comedy,shows,watch,favorite,central,watched,bbc,television,series,episode,hilarious,mtv,reality,watchin,channel,tragedy,episodes
mountain,climb,top,mountains,climbing,move,view,hills,ladder,hill,valley,climbed,reach,higher,trees,sea,peak,rocks,highest,tower
:\,peoples,8d,urgh,:o),nicest,:-p,,,,,,,,,,,,,
en,som,har,med,nu,om,tt,den,kan,min,lite,fr,vi,du,ra,bra,gon,ver,ut,upp
miss,:(,misses,alot,buddies,sooo,badly,tho,terribly,homesick,besties,soooooooooo,sooooooooooo,dissapointed,unreal,,,,,
lo,ahhh,hu,ahhhh,ahhhhh,sooo,omg,ahh,wth,ahhhhhhh,hahahah,hp,fricken,stinks,woohooo,soooooooooo,,,,
sister,made,laugh,strong,watched,friend,tears,forever,wiped,mom,succeed,cheered,tight,hugged,promise,fail,sisters,drove,moms,stumble
adam,adams,bryan,miranda,eve,samuel,john,sam,nathan,luke,steve,amazin,entertainment,danielle,magical,keen,leader,courtney,christine,disappear
trip,road,field,planning,trips,mission,travel,packing,quick,chicago,ski,spontaneous,camping,europe,zoo,guilt,florida,tripping,cali,mini
doo,lo,dee,hmm,attract,hmmmm,haircut,dah,dunno,tooo,ahhhh,snacks,hmmmmmm,bo,gang,fred,dip,snack,toooo,aye
haha,lol,:p,:d,;),hehe,jk,;p,btw,hahah,awsome,hahahaha,xp,hahahah,;d,hyper,ily,kidding,jealous,>:d
goodnight,bed,facebook,fb,goodmorning,goodnite,sleepy,facebookers,al,bedtime,peeps,fellow,folks,peoples,signing,goodluck,:o),welp,bid,
standing,top,sees,sit,jump,cry,sitting,part,opportunity,popcorn,teenagers,difficulty,yell,screaming,middle,flip,justin,glasses,camera,deck
louise,laura,emma,xx,sophie,amy,emily,hannah,sarah,lauren,charlotte,katie,chloe,lucy,james,alex,rebecca,sam,jade,rachel
im,gunna,soo,prolly,todays,atleast,whos,comming,tommorow,pumped,everyones,tomorrows,tmrw,everythings,itll,startin,shits,thts,havnt,babys
world,person,coolest,happiest,entire,luckiest,favorite,bestest,wide,alive,earth,planet,sweetest,smartest,nicest,prettiest,sexiest,hottest,strongest,funniest
clock,tick,hurry,o'clock,jerk,strikes,midnight,bomb,timing,faster,strike,c'mon,unreal,struck,twelve,clocks,essence,slower,valuable,sheesh
november,tango,sierra,uniform,oscar,alpha,romeo,yankee,delta,echo,papa,india,charlie,hotel,juliet,foxtrot,instructions,wilde,whiskey,redneck
isn't,it's,doesn't,anymore,natural,supposed,working,aren't,ironic,helping,apparently,happening,letting,intelligence,hasn't,surprising,selection,stupidity,sarcasm,match
lets,hope,alright,doesnt,stays,continues,gooo,lasts,cmon,trend,smoothly,hype,,,,,,,,
party,tonight,dance,lets,halloween,rave,tonite,slumber,bday,wasted,rockstar,basement,hoped,wheres,farewell,parties,outfit,disco,formal,x-mas
tooo,sooo,soooo,alll,sooooo,toooo,goood,meee,meeee,youuu,gooo,soooooo,allll,gooood,ohhh,ughhh,ohhhh,goooood,mee,sooooooo
katie,factor,cole,win,matt,rebecca,joe,simon,direction,twins,brilliant,joke,rubbish,andrew,voting,voted,cos,wi,mary,awful
don't,deserve,give,settle,refuse,issue,simply,settling,stress,advantage,reasons,accept,offer,stubborn,settled,honestly,granted,refuses,personally,flaws
earth,planet,global,warming,save,turns,i'd,slowly,changing,share,melting,degrees,trees,burn,hotter,waste,captain,plastic,plant,environment
wait,can't,till,friday,weekend,saturday,tommorrow,thursday,hurry,,,,,,,,,,,
cancer,lost,continue,battle,family,put,memory,conquer,patient,hour,won't,member,copy,paste,month,page,loving,fight,honor,cure
follow,twitter,tumblr,leader,rt,lead,crowd,account,joined,blog,trend,advice,updates,leaders,instructions,shortly,suit,topic,capacity,updating
good,morning,fb,mornin,woke,coffee,peeps,earth,sunshine,waking,gooood,goooood,facebookers,workout,goood,goodmorning,chilly,,,
killed,bring,kill,death,empire,won't,rebel,star,innocent,continues,related,understand,peace,scum,band,galaxy,continue,evil,vomit,destroyed
days,countdown,till,begins,count,left,begin,starts,counting,begun,untill,continues,graduation,remaining,excitement,dayz,commence,,,
glee,episode,watching,watch,watched,episodes,season,sue,marathon,scrubs,series,csi,ep,catching,bones,latest,week's,kurt,tonight's,supernatural
love,loved,truely,freely,shown,dearly,,,,,,,,,,,,,,
friday,it's,weekend,thursday,yay,goodness,payday,woohoo,tomorrows,tgif,fridays,hurry,tomorrow's,freaky,yippee,hooray,wooohooo,everybody's,foward,yessss
love,rose,beautiful,loves,dies,emily,draw,defense,flower,concrete,calm,grew,chose,roses,prick,compare,leaf,sings,cowboy,daisy
da,mi,wit,dnt,meh,bout,sum,tha,bt,dis,dat,wat,iz,wen,ta,jus,aint,kno,ima,gud
river,flow,nuff,mine,rescue,flows,trapped,baba,flowing,heavens,rivers,chile,floating,gently,dirty,gate,grin,faces,drowned,underground
stage,play,scene,act,part,plays,lines,main,script,acting,role,character,actors,diving,divine,shakespeare,drama,parts,comedy,actor
people,world,imagine,kinds,travel,meet,there's,weapon,places,billion,types,kill,strange,join,struggling,countries,seas,everybody's,facing,disagree
excited,im,sooo,soooo,omg,soo,sooooo,jade,ahhh,ahhhh,sooooooo,freakin,soooooo,nervous,exited,goood,soooooooo,ahhhhhhh,ahhhhhh,iam
music,piano,play,playing,violin,played,practice,practicing,listening,instrument,guitar,musical,piece,jazz,notes,symphony,plays,solo,learning,horn
ur,dont,cuz,wen,wat,ppl,kno,urself,wats,urs,isnt,tht,bc,rite,tru,knw,fav,remeber,nvr,sayin
kick,ass,butt,kicked,beat,kicks,boxing,balls,rocks,gear,match,butts,kicking,arse,asses,outta,chess,nuts,booty,bucket
street,walking,nightmare,walk,main,corner,elm,streets,middle,fighter,walkin,walked,wandering,downtown,campus,sidewalk,neighborhood,union,passing,sleeps
knowing,feeling,:-(,wanting,worst,part,putting,missing,worse,wisdom,sucks,knowledge,fruit,waking,wondering,creativity,dread,realizing,tomato,salad
skin,face,scratch,body,itchy,itch,rub,smooth,dry,covered,layer,soft,spots,belly,marks,sunburn,chin,bones,nose,puts
funny,it's,thinks,people,isn't,finds,hilarious,ironic,irony,entertaining,nicer,bone,soooooooooo,entertained,unfortunate,,,,,
wanna,don't,stay,touch,hear,lonely,babe,undo,blew,stole,explode,surrender,stare,brag,consuming,,,,,
word,comment,friends,leave,copy,status,post,met,wall,fb,paste,list,describes,let's,letter,task,amazed,interesting,here's,results
moms,mom,late,nights,early,showers,gave,bags,dark,mornings,helping,quick,wouldn't,traded,return,salon,circles,designer,expect,aren't
pig,rat,cage,snake,hamster,pet,elephant,pigs,rats,cat,mouse,mice,snakes,named,caught,rage,tail,rabbit,tiny,nicholas
success,failure,key,successful,happiness,failures,succeed,fail,opportunity,huge,preparation,option,effort,ability,enthusiasm,measured,determination,achievement,defeat,humble
world,wouldn't,trade,cafe,isn't,wouldnt,nonsense,interesting,center,chosen,places,thin,represent,wise,remaining,spice,tall,average,counts,steal
desire,world,hunger,satisfied,fire,satisfy,incredible,desires,heart's,wanting,content,improve,longing,difficult,torn,favor,useless,reach,destruction,satisfaction
happy,birthday,wishing,daddy,mommy,brother,belated,dearest,advance,mama,momma,beloved,papa,returns,greet,sweetheart,meeee,meee,mwah,
radio,listening,music,listen,pandora,song,fm,heard,station,songs,tune,playing,stations,played,dj,plays,listened,hearing,local,bbc
jason,concert,kelly,eric,bryan,luke,austin,terry,mel,li,identity,badass,arnold,peed,remedy,,,,,
spell,word,correct,wrong,spelling,words,grammar,spelled,correctly,backwards,apparently,realized,proper,errors,sentence,typing,properly,oops,error,noticed
meet,track,swim,remembers,halfway,8d,greet,reward,meeting,creative,field,key,cc,meets,ther,ca,bb,stories,indoor,bf
english,history,ap,spanish,schedule,classes,honors,algebra,science,lunch,biology,math,chemistry,ii,semester,geometry,art,physics,french,lit
stuck,head,song,songs,inside,replay,theme,melody,singing,glue,everyday,singin,ipod,repeat,elevator,loop,repeating,tune,randomly,lyrics
ice,skating,skate,figure,roller,age,hockey,fishing,thin,sledding,wheels,olympics,slipped,arena,deck,attempting,derby,outdoor,boarding,snowboarding
truth,lies,lie,telling,told,lying,honest,hurts,matters,compared,tells,lied,hide,liar,tiny,honesty,secrets,hidden,liars,believes
anime,manga,bleach,episode,series,japanese,episodes,chapter,characters,ep,character,convention,ending,japan,nerd,latest,comic,tokyo,8d,ftw
surprise,nice,visit,suprise,pleasant,unexpected,surprises,surprised,visits,showed,surprising,element,visited,planned,flowers,imagine,shock,expecting,suprised,prefer
goal,goals,achieve,reach,set,greatness,dreams,success,accomplish,reaching,perfection,achieved,strive,reached,potential,accomplished,focus,continue,career,purpose
start,working,decided,finally,quit,job,legit,making,started,dang,putting,randomly,wood,decides,needa,,,,,
goo,pretty,feels,barbie,doll,ken,dolls,sounds,feelin,lifes,plastic,cells,gooo,brace,,,,,,
funny,lol,haha,lmao,funn,hahaha,omg,sooo,soo,hilarious,watchin,lmfao,hahah,hella,hah,jackass,laughing,hahahaha,tooo,laughin
black,white,yellow,swan,racist,belt,pitch,color,asian,pokemon,brown,grey,keys,dressed,gray,colored,sheep,racism,colors,shades
wanna,bad,swear,freakin,buy,close,cover,prepare,freaking,everytime,frickin,soo,city,magazine,sooo,smiling,oprah,lights,soooo,queen
facebook,free,start,month,pass,turn,official,message,sign,blue,services,charging,member,wall,midnight,due,deleted,account,released,info
laughs,smiles,feels,everytime,she's,thinks,cries,sighs,talks,giggles,forgets,remembers,wonders,sings,crying,shits,screaming,dies,screams,jokes
yea,hell,fuck,sara,ye,hells,buddy,boi,umm,ummm,uhm,paramore,nay,,,,,,,
dont,care,people,deal,real,cares,wont,here's,truth,anymore,moment,honestly,beat,sooo,click,guarantee,heres,problem,cared,truely
vote,president,obama,election,voting,voted,votes,country,political,politics,barack,government,congress,campaign,bush,america,vice,bill,poll,debate
making,progress,noise,noises,brownies,process,effort,they're,comeback,moves,jokes,excuses,miserable,struggle,attempt,memorable,proceed,insist,rounds,thirsty
break,taking,lunch,record,needed,broke,leg,catch,set,bend,breaking,records,deserved,quick,studying,personal,straight,habit,managed,loose
finally,yay,home,[:,weeks,internet,yipee,yayyy,comming,>:d,:-p,,,,,,,,,
hide,find,yo,seek,run,kids,wife,hiding,husband,hid,gon,hidden,windows,tryin,rape,covers,built,escape,husbands,mask
white,snow,stuff,betty,plain,trash,dreaming,castle,horse,collar,flag,chicks,nerdy,jason,fluffy,elephant,joke,adding,phil,ryan
feelings,emotions,mixed,feeling,thoughts,emotion,express,confused,share,emotional,reality,losing,explain,hide,loneliness,mix,confusing,rejection,covers,unsure
today,didn't,earlier,yesterday,couldn't,ended,planned,expected,usual,started,decided,wasn't,turned,played,showed,luckily,worked,suppose,where's,originally
count,square,times,pat,circle,blessings,total,counting,sheep,counted,bringing,counts,number,killed,root,ways,infinity,ten,thee,madison
tired,soooo,sooo,sooooo,sleep,sore,bed,soooooo,tire,extremely,freaking,yawn,soooooooo,nap,worn,sooooooo,grumpy,uber,sunburnt,ridiculously
books,read,book,reading,library,sees,bible,open,carry,comic,headache,satan,living,defeated,takers,bought,amazon,re-post,section,shelf
put,fridge,microwave,kitchen,food,freezer,oven,putting,plastic,stove,bag,plates,counter,table,frozen,toaster,burnt,plate,mini,cook
school,starts,tomorrow,week,summer,monday,weeks,tuesday,wednesday,thursday,semester,tomorow,registration,kindergarten,yikes,orientation,aug,kiddos,,
:(,ugh,bored, =/,sux, =(,sooo,atleast,boring,ughh,soo,ughhh,didnt,tho,fml,soooo,grounded,grr,idk,isnt
lie,steal,cheat,liar,lying,stole,caught,cheating,stealing,thief,lied,cheated,stolen,devil,destroy,liars,someones,corner,depressed,crime
crazy,driving,nuts,drive,drives,stir,drivin,phase,craziness,insane,range,nut,driven,craziest,shits,crazies,,,,
creepy,guy,kinda,weird,freak,scary,freaky,creep,random,creeper,dude,stalker,kind,freaked,staring,o.o,weirdo,freaks,ou,stalking
dont,youre,ill,theyre,ive,youve,youll,wont,doesnt,isnt,id,arent,havent,wouldnt,itll,whos,everyones,heres,lifes,werent
hate,lost,moment,long,what's,lot,word,care,saved,you've,memorable,describe,meet,alot,date,whats,answers,8),,
yall,bout,cuz,ill,ima,aint,kno,lmao,imma,haters,holla,smh,dang,folks,talkin,betta,ish,tryna,gon,sayin
mum,dad,mummy,xx,mums,nan,xxx,cos,dads,loads,mu,whilst,realised,xxxx,dad's,thankyou,aunty,bits,wheres,xo
it's,hard,harder,easy,find,easier,happen,goodbye,painful,letting,survive,admit,blows,humor,compared,ridiculously,,,,
spider,bug,bites,bite,spiders,bugs,huge,mosquito,kill,ants,giant,killed,snake,ant,crawling,attacked,web,legs,flying,massive
hour,minutes,ago,hours,half,minute,mins,left,min,drive,woke,ten,sit,late,started,waited,lik,fifteen,spare,lasted
